date,title_el,title_en,who_el,who_en,what_el,what_en,where_el,where_en,when_el,when_en,why_el,why_en,lat,lng,region_el,region_en,photo_url,actor_photos,actor_names_el,actor_names_en,sources,youtube_url,chart_type,chart_data,tags_el,tags_en
2026-03-09,Γίνεται δεύτερη αυθημερόν κατάσχεση,A second same-day seizure takes place,"Η Ζωή Κωνσταντοπούλου και άλλοι συνήγοροι πολιτικής αγωγής, ο Παναγιώτης Πατζόπουλος, το δικαστήριο και η εισαγγελέας της έδρας.","The Zoe Konstantopoulou and άλλοι lawyers for the victims' side, ο Panagiotis Patzopoulos, το court and η bench prosecutor.","Μετά τις αντιρρήσεις για την πρώτη ενέργεια, προχωρά νέα κατάσχεση που περιγράφεται ως κανονική και αυθημερόν.","Μετά τις αντιρρήσεις for the πρώτη ενέργεια, προχωρά νέα κατάσχεση που περιγράφεται ως κανονική and αυθημερόν.",Λάρισα και χώροι όπου βρίσκονται τα ψηφιακά μέσα.,Larisa and χώροι όπου βρίσκονται τα ψηφιακά μέσα.,2026-03-09.,2026-03-09.,Η πολιτική αγωγή επιδιώκει κατάσχεση των αυθεντικών μέσων και όχι απλών αντιγράφων.,The civil action side επιδιώκει κατάσχεση of the αυθεντικών μέσων and όχι απλών αντιγράφων.,39.6390,22.4191,Θεσσαλία,Thessaly,,,"Ζωή Κωνσταντοπούλου, Παναγιώτης Πατζόπουλος","Zoe Konstantopoulou, Panagiotis Patzopoulos","Συνέντευξη 05/04/2026, γραμμή 27::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,κατασχέσεις|βίντεο,seizures|videos
2026-03-09,Γίνεται τρίτη κατάσχεση σε Περιφέρεια και Αποκεντρωμένη Διοίκηση,A third seizure takes place at the Region and the Decentralized Administration,"Η εισαγγελέας της έδρας, η Περιφέρεια, ο δεύτερος πραγματογνώμονας Βασιλάκος και η Αποκεντρωμένη Διοίκηση.","The bench prosecutor, η Region of Thessaly, ο δεύτερος expert witness Vasilakos and η Decentralized Administration.",Κατασχέθηκαν σκληροί δίσκοι και ηλεκτρονικοί υπολογιστές από δημόσιες υπηρεσίες που συνδέονται με τους πραγματογνώμονες.,Κατασχέθηκαν σκληροί δίσκοι and ηλεκτρονικοί υπολογιστές from δημόσιες υπηρεσίες που συνδέονται with τους πραγματογνώμονες.,Υπηρεσίες της Περιφέρειας και της Αποκεντρωμένης Διοίκησης.,Offices of the Region and the Decentralized Administration.,2026-03-09.,2026-03-09.,Η δίκη αναζητεί όλα τα ψηφιακά ίχνη που μπορεί να σχετίζονται με τα χαμένα ή αδήλωτα βίντεο.,The trial αναζητεί όλα τα ψηφιακά ίχνη που μπορεί to σχετίζονται with τα χαμέto ή αδήλωτα βίντεο.,39.6390,22.4191,Θεσσαλία,Thessaly,,,Βασιλάκος,Vasilakos,"Συνέντευξη 05/04/2026, γραμμή 27::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,κατασχέσεις|δημόσιες υπηρεσίες,seizures|public_services
2026-03-09,Εμφανίζεται διοικητική αξιωματούχος στον χώρο της κατάσχεσης,An administrative official appears at the seizure site,"Η γενική γραμματέας της Αποκεντρωμένης Διοίκησης Ρένα Καρασαριώτη, η εισαγγελέας της έδρας και ο μάρτυρας-πραγματογνώμονας.","The γενική γραμματέας of the Αποκεντρωμένης Διοίκησης Rena Karasarioti, η bench prosecutor and ο μάρτυρας-expert witness.",Η Ζωή Κωνσταντοπούλου περιγράφει παρουσία της Ρένας Καρασαριώτη την ώρα που γίνονται οι κατασχέσεις και τη συνδέει με άμεση κινητοποίηση της διοίκησης.,The Zoe Konstantopoulou περιγράφει παρουσία of the Ρένας Καρασαριώτη the ώρα που γίνονται οι κατασχέσεις and τη συνδέει with άμεση κινητοποίηση of the διοίκησης.,Χώρος της κατάσχεσης στην Αποκεντρωμένη Διοίκηση.,Seizure site at the Decentralized Administration.,2026-03-09.,2026-03-09.,Το γεγονός παρουσιάζεται ως ένδειξη παρέμβασης ή επιτήρησης γύρω από το αποδεικτικό υλικό.,The γεγονός παρουσιάζεται ως ένδειξη παρέμβασης ή επιτήρησης γύρω from το αποδεικτικό υλικό.,39.6390,22.4191,Θεσσαλία,Thessaly,,,"Ζωή Κωνσταντοπούλου, Ρένα Καρασαριώτη","Zoe Konstantopoulou, Rena Karasarioti","Συνέντευξη 05/04/2026, γραμμές 27-31::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,παρεμβάσεις|κατασχέσεις|πρόσωπα,interventions|seizures|people
2026-03-09,Κλείνει η συνεδρίαση με υπόσχεση για αντίγραφα την επομένη,The session ends with a promise of copies the next day,Συνήγοροι πολιτικής αγωγής και δικαστήριο.,Συνήγοροι πολιτικής αγωγής and court.,Η διαδικασία λήγει το βράδυ με συνεννόηση ότι στις 10 Μαρτίου θα δοθούν αντίγραφα από τα κατασχεμένα υλικά.,The διαδικασία λήγει το βράδυ with συνεννόηση ότι στις 10 Μαρτίου θα δοθούν αντίγραφα from τα κατασχεμέto υλικά.,Μονομελές Πλημμελειοδικείο Λάρισας.,Single-Member Misdemeanor Court of Larisa.,2026-03-09.,2026-03-09.,Οι συνήγοροι θέλουν άμεση πρόσβαση στα αρχεία για έλεγχο γνησιότητας και περιεχομένου.,The συνήγοροι θέλουν άμεση πρόσβαση στα αρχεία for έλεγχο γνησιότητας and περιεχομένου.,39.6390,22.4191,Θεσσαλία,Thessaly,,,,,"Συνέντευξη 05/04/2026, γραμμή 31::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,αντίγραφα|κατασχέσεις,copies|seizures
2026-03-09,Ο πραγματογνώμονας αποκαλύπτει και άλλα βίντεο στην υπηρεσία του,The expert reveals additional videos at his service,"Ο Παναγιώτης Πατζόπουλος και οι συνήγοροι πολιτικής αγωγής, μεταξύ τους η Ζωή Κωνσταντοπούλου.","The Panagiotis Patzopoulos and οι lawyers for the victims' side, μεταξύ τους η Zoe Konstantopoulou.",Ο πραγματογνώμονας δηλώνει ότι υπάρχουν και άλλα βίντεο αποθηκευμένα στην υπηρεσία του και παραδέχεται ότι είπε ψέματα για να μην εκθέσει την υπηρεσία.,The expert witness δηλώνει ότι υπάρχουν and άλλα βίντεο αποθηκευμέto in the υπηρεσία of the and παραδέχεται ότι είπε ψέματα for to μην εκθέσει the υπηρεσία.,Ακροατήριο στη Λάρισα.,Ακροατήριο at the Larisa.,2026-03-09.,2026-03-09.,Η αποκάλυψη οδηγεί σε επέκταση της κατάσχεσης και ανοίγει ζήτημα απόκρυψης αποδεικτικού υλικού.,The αποκάλυψη οδηγεί in επέκταση of the κατάσχεσης and ανοίγει ζήτημα απόκρυψης αποδεικτικού υλικού.,39.6390,22.4191,Θεσσαλία,Thessaly,,,"Ζωή Κωνσταντοπούλου, Παναγιώτης Πατζόπουλος","Zoe Konstantopoulou, Panagiotis Patzopoulos","Συνέντευξη 05/04/2026, γραμμή 27::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,βίντεο|αποκάλυψη|κατασχέσεις,videos|disclosure|seizures
2026-03-10,Η πρόεδρος δηλώνει ότι δεν μπορεί να συνεχίσει και λιποθυμά,The presiding judge says she cannot continue and faints,Η πρόεδρος Αποστολία Ζαχαριάδη.,The presiding judge Apostolia Zachariadi.,"Ανεβαίνει στην έδρα, κλαίει, λέει ότι δεν μπορεί να συνεχίσει, διακόπτει και στη συνέχεια λιποθυμά.","Ανεβαίνει in the έδρα, κλαίει, λέει ότι not μπορεί to συνεχίσει, διακόπτει and at the συνέχεια λιποθυμά.",Μονομελές Πλημμελειοδικείο Λάρισας.,Single-Member Misdemeanor Court of Larisa.,2026-03-10.,2026-03-10.,Ο ακριβής λόγος δεν αποσαφηνίζεται δημόσια και παραμένει αντικείμενο σύγκρουσης.,The ακριβής λόγος not αποσαφηνίζεται δημόσια and παραμένει αντικείμενο σύγκρουσης.,39.6390,22.4191,Θεσσαλία,Thessaly,,,Αποστολία Ζαχαριάδη,Apostolia Zachariadi,"in.gr 10/03/2026::https://www.in.gr/2026/03/10/greece/diekopi-diki-gia-ta-vinteo-ton-tempon-logo-adiathesias-tis-proedrou|Συνέντευξη 05/04/2026, γραμμή 55::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,διαδικασία|έδρα,procedure|bench
2026-03-10,Η υπεράσπιση ζητά διακοπή και η χορήγηση αντιγράφων μπλοκάρει,The defense requests an interruption and the release of copies is blocked,"Ο Βασίλης Καπερνάρος και άλλοι συνήγοροι υπεράσπισης, η πρόεδρος Αποστολία Ζαχαριάδη και οι συνήγοροι πολιτικής αγωγής.","The Vasilis Kapernaros and άλλοι defense lawyers, η πρόεδρος Apostolia Zachariadi and οι lawyers for the victims' side.","Η υπεράσπιση επιτίθεται στη διαδικασία των κατασχέσεων και ζητά διακοπή, ενώ η πρόεδρος καθυστερεί τη χορήγηση αντιγράφων.","The defense επιτίθεται at the διαδικασία of the κατασχέσεων and ζητά διακοπή, ενώ η πρόεδρος καθυστερεί τη χορήγηση αντιγράφων.",Λάρισα.,Larisa.,2026-03-10.,2026-03-10.,Η υπεράσπιση αμφισβητεί τη νομιμότητα των ενεργειών και η πρόσβαση της πολιτικής αγωγής στο υλικό παγώνει.,The defense αμφισβητεί τη νομιμότητα of the ενεργειών and η πρόσβαση of the πολιτικής αγωγής at the υλικό παγώνει.,39.6390,22.4191,Θεσσαλία,Thessaly,,,"Βασίλης Καπερνάρος, Αποστολία Ζαχαριάδη","Vasilis Kapernaros, Apostolia Zachariadi","in.gr 10/03/2026::https://www.in.gr/2026/03/10/greece/diekopi-diki-gia-ta-vinteo-ton-tempon-logo-adiathesias-tis-proedrou|Συνέντευξη 05/04/2026, γραμμή 31::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,αντίγραφα|διαδικασία,copies|procedure
2026-03-10,Ο Σεβαστίδης μεταβαίνει στη Λάρισα την ίδια ημέρα,Sevastidis travels to Larisa on the same day,Χριστόφορος Σεβαστίδης.,Christoforos Sevastidis.,Η Ζωή Κωνσταντοπούλου αναφέρει ότι ο πρόεδρος της Ένωσης Δικαστών και Εισαγγελέων βρέθηκε στη Λάρισα την ημέρα της λιποθυμίας της προέδρου.,The Zoe Konstantopoulou αναφέρει ότι ο πρόεδρος of the Ένωσης Δικαστών and Εισαγγελέων βρέθηκε at the Larisa the ημέρα of the λιποθυμίας of the προέδρου.,Λάρισα.,Larisa.,2026-03-10.,2026-03-10.,Η ίδια συνδέει την παρουσία του με πιθανές πιέσεις γύρω από τη δίκη.,The ίδια συνδέει the παρουσία of the with πιθανές πιέσεις γύρω from τη δίκη.,39.6390,22.4191,Θεσσαλία,Thessaly,,,"Ζωή Κωνσταντοπούλου, Χριστόφορος Σεβαστίδης","Zoe Konstantopoulou, Christoforos Sevastidis","Συνέντευξη 05/04/2026, γραμμή 55::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,παρεμβάσεις|δημόσια σύγκρουση,interventions|public_dispute
2026-03-10,Παραμένουν διαθέσιμα μόνο τα αντίγραφα της πρώτης κατάσχεσης,Only the copies from the first seizure remain available,Η Ζωή Κωνσταντοπούλου και οι συνήγοροι πολιτικής αγωγής.,The Zoe Konstantopoulou and οι lawyers for the victims' side.,"Η πολιτική αγωγή δηλώνει ότι έχει λάβει μόνο αντίγραφα από την πρώτη, ελλιπή κατάσχεση της 6ης Μαρτίου και όχι από τις επόμενες κατασχέσεις που επιτρέπουν έλεγχο αλλοιώσεων.","The civil action side δηλώνει ότι έχει λάβει μόνο αντίγραφα from the πρώτη, ελλιπή κατάσχεση of the 6ης Μαρτίου and όχι from τις επόμενες κατασχέσεις που επιτρέπουν έλεγχο αλλοιώσεων.",Λάρισα.,Larisa.,2026-03-10.,2026-03-10.,Τα κρίσιμα αντίγραφα από τις κατασχέσεις της 9ης Μαρτίου δεν παραδίδονται.,Τα κρίσιμα αντίγραφα from τις κατασχέσεις of the 9ης Μαρτίου not παραδίδονται.,39.6390,22.4191,Θεσσαλία,Thessaly,,,Ζωή Κωνσταντοπούλου,Zoe Konstantopoulou,"Συνέντευξη 05/04/2026, γραμμές 47-55::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,αντίγραφα|τεχνικός έλεγχος,copies|technical_audit
2026-03-19,Εμφανίζεται άλλος δικαστής και ανακοινώνεται αναρρωτική άδεια της προέδρου,Another judge appears and the presiding judge’s sick leave is announced,"Άλλος δικαστής, η γραμματεία, η εισαγγελέας της έδρας και η πρόεδρος Αποστολία Ζαχαριάδη.","Άλλος δικαστής, η γραμματεία, η bench prosecutor and η πρόεδρος Apostolia Zachariadi.",Στη δικάσιμο εμφανίζεται άλλος δικαστής και δημοσιοποιείται ότι η πρόεδρος βρίσκεται σε αναρρωτική άδεια έως τις 30 Μαρτίου.,Στη δικάσιμο εμφανίζεται άλλος δικαστής and δημοσιοποιείται ότι η πρόεδρος βρίσκεται in sick leave έως τις 30 Μαρτίου.,Μονομελές Πλημμελειοδικείο Λάρισας.,Single-Member Misdemeanor Court of Larisa.,2026-03-19.,2026-03-19.,Η πρόεδρος δεν είναι σε θέση να δικάσει μετά το επεισόδιο της 10ης Μαρτίου.,The presiding judge not είναι in θέση to δικάσει μετά το επεισόδιο of the 10ης Μαρτίου.,39.6390,22.4191,Θεσσαλία,Thessaly,,,Αποστολία Ζαχαριάδη,Apostolia Zachariadi,"CNN.gr 19/03/2026::NaN|Συνέντευξη 05/04/2026, γραμμή 71::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt|Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf",,,,διαδικασία|έδρα,procedure|bench
2026-03-19,Η Μιλωνά παρεμβαίνει και η έγκριση ανακαλείται,Milona intervenes and the approval is revoked,Η προϊσταμένη του Πρωτοδικείου Μιλωνά και η πρόεδρος υπηρεσίας Χαρίση.,The head of the Court of First Instance Milona and η duty presiding judge Charisi.,"Η Μιλωνά παρεμβαίνει μπροστά σε συνηγόρους και συγγενείς, ζητά ανάκληση της έγκρισης και λίγες ώρες αργότερα η απόφαση για τα αντίγραφα ανακαλείται.","The Milona παρεμβαίνει μπροστά in συνηγόρους and συγγενείς, ζητά ανάκληση of the έγκρισης and λίγες ώρες αργότερα η απόφαση for τα αντίγραφα ανακαλείται.",Δικαστικό Μέγαρο Λάρισας.,Larisa Courthouse.,2026-03-19.,2026-03-19.,Η πρόσβαση της πολιτικής αγωγής στα αρχεία σταματά εκ νέου.,The πρόσβαση of the πολιτικής αγωγής στα αρχεία σταματά εκ νέου.,39.6390,22.4191,Θεσσαλία,Thessaly,,,"Χαρίση, Μιλωνά","Charisi, Milona","Συνέντευξη 05/04/2026, γραμμές 71-75::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt|Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf",,,,αντίγραφα|παρεμβάσεις,copies|interventions
2026-03-19,Η Χαρίση εγκρίνει την πρόσβαση στα αρχεία και ξεκινά η κλωνοποίηση,Charisi approves access to the files and cloning begins,"Η πρόεδρος υπηρεσίας Χαρίση, οι συνήγοροι Δημήτρης Ντολόπουλος και Αντωνία Βαλάνη και συγγενείς θυμάτων.","The duty presiding judge Charisi, οι συνήγοροι Dimitris Dolopoulos and Antonia Valani and relatives of the victims.","Εγκρίνεται η λήψη αντιγράφων, αγοράζονται σκληροί δίσκοι και αρχίζει η αντιγραφή των κατασχεμένων αρχείων.","Εγκρίνεται η λήψη αντιγράφων, αγοράζονται σκληροί δίσκοι and αρχίζει η αντιγραφή of the κατασχεμένων αρχείων.",Δικαστικό Μέγαρο Λάρισας.,Larisa Courthouse.,2026-03-19.,2026-03-19.,Η πολιτική αγωγή επιχειρεί να αποκτήσει επιτέλους τεχνικά ελέγξιμα αντίγραφα του υλικού.,The civil action side επιχειρεί to αποκτήσει επιτέλους τεχνικά ελέγξιμα αντίγραφα of the υλικού.,39.6390,22.4191,Θεσσαλία,Thessaly,,,"Δημήτρης Ντολόπουλος, Αντωνία Βαλάνη, Χαρίση","Dimitris Dolopoulos, Antonia Valani, Charisi","Συνέντευξη 05/04/2026, γραμμή 71::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt|Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf",,,,αντίγραφα|τεχνικός έλεγχος,copies|technical_audit
2026-03-23,Ξεκινά η κύρια δίκη για το δυστύχημα των Τεμπών,The main trial over the Tempi disaster begins,"Το Τριμελές Εφετείο Κακουργημάτων Λάρισας, 36 κατηγορούμενοι, διάδικοι και συνήγοροι.","The Larisa Three-Member Court of Appeal for Felonies, 36 defendants, litigants and lawyers.","Ξεκινά η κύρια δίκη με εκφώνηση ονομάτων, ανάγνωση κατηγορητηρίου 1.267 σελίδων και πρόβλεψη για 570 αναγνωστέα έγγραφα.","The main trial opens with the reading of names, a 1,267-page indictment and provision for 570 documentary exhibits.","Λάρισα, Γαιόπολις, Πανεπιστήμιο Θεσσαλίας.","Larisa, Gaiopolis, University of Thessaly.","2026-03-23, 09:00.","2026-03-23, 09:00.",Η υπόθεση περνά σε πλήρες ακροαματικό στάδιο όπου τα βίντεο και τα ψηφιακά πειστήρια αποκτούν κεντρικό ρόλο.,"The case enters the full trial stage, where videos and digital exhibits take on a central role.",39.6374,22.3795,Θεσσαλία,Thessaly,,,,,Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf,,,,κύρια δίκη|έναρξη|πειστήρια,main_trial|opening|evidence
2026-03-31,Εκδίδεται διάταξη που απαγορεύει φωτογράφηση και βιντεοσκόπηση στην κύρια δίκη,An order banning photography and video recording in the main trial is issued,"Η πρόεδρος και διευθύνουσα της κύριας δίκης Γεωργία Στεφανίδου, διάδικοι, δικηγόροι και δημοσιογράφοι.","Presiding judge and head of the main trial Georgia Stefanidou, litigants, lawyers and journalists.","Υπογράφεται διάταξη τάξης που ρυθμίζει τη διεξαγωγή της κύριας δίκης και απαγορεύει ρητά φωτογράφηση, βιντεοσκόπηση και μαγνητοφώνηση κατά τη διάρκεια της διαδικασίας.","An order governing courtroom conduct is signed, explicitly banning photography, video recording and audio recording during the main trial.","Λάρισα, Γαιόπολις.","Larisa, Gaiopolis.",2026-03-31 (ημερομηνία υπογραφής).,2026-03-31 (signature date).,Καθορίζει θεσμικά το καθεστώς καταγραφής μέσα στην αίθουσα και συνδέεται με μεταγενέστερα επεισόδια βιντεοσκόπησης.,It formally defines the recording regime inside the courtroom and connects to later filming incidents.,39.6374,22.3795,Θεσσαλία,Thessaly,,,Γεωργία Στεφανίδου,Georgia Stefanidou,Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf,,,,κύρια δίκη|διάταξη τάξης|βιντεοσκόπηση,main_trial|court_order|video_recording
2026-04-01,Συνεχίζεται η κύρια δίκη με εργασίες επέκτασης της αίθουσας,The main trial continues while courtroom expansion works take place,Το Τριμελές Εφετείο Κακουργημάτων και οι διάδικοι της κύριας δίκης.,The Three-Member Court of Appeal for Felonies and the parties to the main trial.,"Αναφέρεται ότι η δίκη συνεχίζεται, γίνονται εργασίες επέκτασης της αίθουσας και η πρώτη συνεδρίαση είχε ένταση και διακόπηκε νωρίς.","The trial is reported to continue while expansion works are carried out in the courtroom, and the first session is described as tense and cut short.","Λάρισα, Γαιόπολις.","Larisa, Gaiopolis.","2026-04-01, 08:08.","2026-04-01, 08:08.",Δείχνει πρακτικά προβλήματα χωρητικότητας και πρόσβασης που επηρεάζουν τη διεξαγωγή της κύριας δίκης.,It shows practical capacity and access problems affecting the conduct of the main trial.,39.6374,22.3795,Θεσσαλία,Thessaly,,,,,Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf,,,,κύρια δίκη|αίθουσα|πρόσβαση,main_trial|courtroom|access
